你好！	Nǐ hǎo!	Hello!	[sound:tmp1cctcn.mp3] 
全班同学每周出席一次。	quán bān tóngxué měizhōu chūxí yī cì.	The whole class is present one time a week.	[sound:333705.mp3]
孙朋想当一名警察。	Sūn Péng xiǎng dāng yīmíng jǐngchá.	Sun Peng wants to become a policeman.	[sound:tmpy10o4u.mp3]
我妹妹每周上两次钢琴课。	wǒ mèimei měizhōu shàng liǎng cì gāngqín kè .	My sister takes piano lessons twice a week.	[sound:333113.mp3]
她每周上一次钢琴课。	tā měizhōu shàng yī cì gāngqín kè .	She takes piano lessons one time a week.	[sound:334862.mp3]
仅这一个小时，就有十九班火车。	Jǐn zhè yīge xiǎoshí, jiù yǒu shíjiǔ bān huǒchē.	There are 19 regular trains this hour.	[sound:tmpsgvgwj.mp3]
他的钱包里仅剩下一元钱。	Tāde qiánbāo li jǐn shèng xià yī yuán qián.	His wallet only has one yuan left in it.	[sound:tmpdyymuc.mp3]
我爸爸是哈佛大学毕业的。	wǒ bàba shì hāfódàxué bìyè de .	My father graduated from Harvard University.	[sound:333403.mp3]
他是哈佛大学的生物学教授。	tā shì hāfódàxué de shēngwùxué jiàoshòu .	He's a professor of biology at Harvard.	[sound:332645.mp3]
他亲切地问候我。	Tā qīnqiè de wènhòu wǒ.	He sent me his warm greeting.	[sound:tmp0i4znq.mp3]
一般来说,在中国有很多商机。	Yībānláishuō, zài Zhōngguó yǒu hěn duō shāngjī.	Generally speaking, there are many business opportunities in China.	[sound:R082-03.mp3]
他把护照弄丢了,很着急。	Tā bǎ hùzhào nòng diū le, hěn zháojí.	He lost his passport and he is worried.	[sound:tmpzloxjm.mp3]
她弄丢了钥匙，开不了门了。	Tā nòng diū le yàoshi, kāi bù liǎo mén le.	She lost her key and could not open the door.	[sound:tmpapxiaw.mp3]
总有一些东西我永远不能学会，我的生命不是永恒的！	zǒng yǒu yīxiē dōngxi wǒ yǒngyuǎn bù néng xuéhuì , wǒ de shēngmìng bù shì yǒnghéng de !	There will always be things I will never learn, I don't have eternity before me!	[sound:334700.mp3]
酒瓶空了。	Jiǔpíng kōng le.	The wine bottles are empty.	[sound:tmpnnmi7d.mp3]
他做了一个飞机模型。	Tā zuòle yī gè fēijī móxíng.	He's made a model plane.	[sound:tmpelcvbb.mp3]
他在制作飞机模型。	Tā zài zhìzuò fēijī móxíng.	He's making a model plane.	[sound:tmpv15esw.mp3]
他爱好收集模型。	Tā àihào shōují móxíng.	His hobby is collecting models.	[sound:tmpolehsq.mp3]
她为一本书收集材料。	tā wéi yī běn shū shōují cáiliào .	She's collecting material for a book. <br /> She is collecting material for a book.	[sound:333927.mp3]
律师收集了很多的证据。	Lǜshī shōují le hěn duō de zhèngjù.	The lawyer collected a lot of evidence.	[sound:tmpnnb4qp.mp3]
木头是很好的建筑材料。	Mùtou shì hěn hǎo de jiànzhù cáiliào.	Wood is a very good construction material.	[sound:tmpo6ujb8.mp3]
木头可以做建筑材料。	Mùtou kěyǐ zuò jiànzhù cáiliào.	Wood can be used as a construction material.	[sound:tmp33kaps.mp3]
他的兴趣爱好是收集旧邮票。	tā de xìngqu àihào shì shōují jiù yóupiào .	His hobby is collecting old stamps.	[sound:333208.mp3]
别忘了在你的信上贴张邮票。	bié wàng le zài nǐ de xìn shàng tiē zhāng yóupiào .	Don't forget to put a stamp on your letter.	[sound:332537.mp3]
他喜欢收藏邮票。	Tā xǐhuan shōucáng yóupiào.	He likes collecting stamps.	[sound:tmprnvoiz.mp3]
信封上贴着两张邮票。	Xìnfēng shàng tiēzhe liǎng zhāng yóupiào.	There are two stamps pasted on the envelope.	[sound:tmpyvtr4m.mp3]
这些物品都是手工制作的。	Zhèxiē wùpǐn dōu shì shǒugōng zhìzuò de.	These articles are all hand-made.	[sound:tmputvo4h.mp3]
他喜欢冒险。	Tā xǐhuan màoxiǎn.	He loves going on adventures.	[sound:tmpfqazqx.mp3]
他喜欢冒险。	tā xǐhuān màoxiǎn .	He is fond of adventure.	[sound:335025.mp3]
我持有大量的外汇。	Wǒ chíyǒu dàliàng de wàihuì.	I have a large amount of foreign exchange.	[sound:tmpf44by8.mp3]
这个班的女生平均身高超过了155公分。	zhè gè bān de nǚshēng píngjūn shēngāo chāoguò le 155 gōngfēn .	The average height of the girls in class is over 155 centimeters.	[sound:333943.mp3]
我还算不上个旅行家。	wǒ hái suàn bù shànggè lǚxíng jiā .	I am not much of a traveller.	[sound:335047.mp3]
他一共喝了五罐啤酒。	Tā yīgòng hē le wǔguàn píjiǔ.	He drank five cans of beer in total.	[sound:tmpzllrsf.mp3]
他的品德很有问题。	Tā de pǐndé hěn yǒu wèntí.	His moral character is very bad.	[sound:tmpqdz830.mp3]
妈妈做了些薄饼。	Māma zuòle xiē báobǐng.	Mom has made some crêpes.	[sound:tmp83apym.mp3]
这间房间的设施很齐全。	Zhèjiān fángjiān de shèshī hěn qíquán.	The facilities in this room are very useful.	[sound:tmp7zbvm6.mp3]
每天一到7点，老齐就上班去。	Měitiān yī dào qī diǎn, Lǎo Qí jiù shàngbān qù.	Every day at 7 o'clock, Lao Qi goes to work.	[sound:tmpqntly1.mp3]
这是他们的结婚典礼。	Zhè shì tāmen de jiéhūn diǎnlǐ.	This is their wedding ceremony.	[sound:tmpjil0jg.mp3]
游戏能帮助孩子智力成长。	Yóuxì néng bāngzhù háizi zhìlì chéngzhǎng.	Games can help childrens' intelligence develop.	[sound:tmppt1itv.mp3]
他涂掉了一行字。	Tā túdiào le yī háng zì.	He's erased one line of words.	[sound:tmp2le2bv.mp3]
我去ATM取款。	Wǒ qù ATM qǔkuǎn.	I go to withdraw money from an ATM.	[sound:tmp9wyxrn.mp3]
我尽量留着胃吃甜点。	wǒ jǐnliàng liú zhe wèi chī tiándiǎn.	I'm trying my best to save room for dessert.	[sound:333303.mp3]
这个甜点是经理推荐的。	Zhè gè tiándiǎn shì jīnglǐ tuījiàn de.	This dessert was recommended by the manager.	[sound:tmpkiwbxf.jpg]
机器可以代替人工作。	Jīqì kěyǐ dàitì rén gōngzuò.	Machines can do the work of humans.	[sound:tmpaxb_xu.mp3]
他向警方投降了。	Tā xiàng jǐngfāng tóuxiáng le.	He has surrendered to the police.	[sound:tmpet5tmu.mp3]
A请问,厕所在哪里?<br/>B在那里。<br/>A谢谢你。<br/>B不用谢。	Qǐngwèn, cèsuǒ zài nǎlǐ?<br />Zài nàlǐ.<br />Xièxiè nǐ.<br />Bù yòng xiè.	Excuse me, where is the restroom?<br />It's there.<br />Thank you.<br />No need to thank me.	[sound:R014-DLG.mp3]
海水是咸的。	Hǎishuǐ shì xián de.	Seawater is salty.	[sound:tmpvinvd3.mp3]
海水是很咸的。	Hǎishuǐ shì hěn xián de.	Sea water is salty.	[sound:tmp0uq3qm.mp3]
你不能喝海水，因为它太咸了。	nǐ bù néng hē hǎishuǐ , yīnwèi tā tài xián le .	You can't drink seawater because it is too salty. <br /> You can not drink the seawater for it is too salty.	[sound:334680.mp3]
一般来说,东北菜比较咸。	Yībānláishuō, Dōngběi cài bǐjiào xián.	Generally speaking, Dongbei cuisine is rather salty.	[sound:R089-04.mp3]
汗水是很咸的。	Hànshuǐ shì hěn xián de.	Sweat is very salty.	[sound:tmpnlw80z.mp3]
这是人类文化的遗产。	Zhè shì rénlèi wénhuà de yíchǎn.	This is the legacy of human culture.	[sound:tmpfalmfl.mp3]
我继承了父亲的遗产。	Wǒ jìchéng le fùqin de yíchǎn.	I inherited property from my father.	[sound:tmpus85xx.mp3]
我爸爸退休了，以便为更年轻的人让路。	wǒ bàba tuìxiū le , yǐbiàn wéi gèng niánqīng de rén rànglù .	My father retired to make way for younger people.	[sound:334231.mp3]
A我想报一个汉语学习班。<br/>B真的吗？我觉得，学习汉语对于外国人太难了。	Wǒ xiǎng bào yígè Hànyǔ xuéxíbān.<br />Zhēn de ma? Wǒ juéde, xuéxí Hànyǔ duìyú wàiguórén tài nán le.	I want to sign up for a Chinese course.<br />Really? I think it's too difficult for foreigners to learn Chinese.	[sound:R035-DLG.mp3]
抢劫是一种犯罪。	Qiǎngjié shì yī zhǒng fànzuì.	Robbery is a crime.	[sound:tmp7jmm5j.mp3]
很抱歉，我还有另一个约会。	hěn bàoqiàn , wǒ hái yǒu lìngyī ge yuēhuì .	I'm sorry. I have another appointment.	[sound:333682.mp3]
我很抱歉那么晚回家。	wǒ hěn bàoqiàn nàme wǎn huíjiā .	I'm very sorry I came home so late.	[sound:334785.mp3]
为什么你要对你没做过的事表示抱歉？	wèishénme nǐ yào duì nǐ méi zuò guò de shì biǎoshì bàoqiàn ?	Why are you sorry for something you haven't done?	[sound:334920.mp3]
哦，我很抱歉。	ò , wǒ hěn bàoqiàn .	Oh, I'm sorry.	[sound:334332.mp3]
很抱歉，我们不能接受你的要求。	hěn bàoqiàn, wǒmen bù néng jiēshòu nǐ de yāoqiú .	We are sorry we are unable to accept your request.	[sound:334200.mp3]
我对我所做的事感到抱歉。	wǒ duì wǒ suǒ zuò de shì gǎndàobàoqiàn .	I'm sorry for what I did.	[sound:335014.mp3]
抱歉，请允许我指出上文中的三个错误。	bàoqiàn , qǐng yǔnxǔ wǒ zhǐchū shàng wén zhōng de sān ge cuòwù .	Excuse me; allow me to point out three errors in the above article.	[sound:334179.mp3]
他们紧紧地抱在一起。	Tāmen jǐnjǐn de bào zài yīqǐ.	They hug each other tightly.	[sound:tmpnp_dym.mp3]
我们在吃晚餐。	Wǒmen zài chī wǎncān.	We're eating dinner.	[sound:tmpblyhbv.mp3]
我们吃了一顿丰富的晚餐。	Wǒmen chī le yīdùn fēngfù de wǎncān.	We ate a sumptuous dinner.	[sound:tmp_li6hn.mp3]
我在准备煮晚餐。	Wǒ zài zhǔnbèi zhǔ wǎncān.	I'm about to cook supper.	[sound:tmpuwqxzl.mp3]
这堵墙很高。	Zhè dǔ qiáng hěn gāo.	This wall is very high.	[sound:tmp8qjtmp.mp3]
他们在刷一堵墙。	Tāmen zài shuā yī dǔ qiáng.	They're painting a wall.	[sound:tmpldnand.mp3]
我国愿意协助非洲难民。	Wǒ guó yuànyì xiézhù Fēizhōu nànmín.	Our country is willing to help African refugees.	[sound:tmpkabffv.mp3]
非洲难民寻求帮助。	Fēizhōu nànmín xúnqiú bāngzhù .	Refugees in Africa are seeking help.	[sound:333904.mp3]
两国边界发生了冲突。	Liǎng guó biānjiè fāshēng le chōngtū.	A conflict broke out at the border between the two countries.	[sound:tmpjtmoee.mp3]
有时，河流是国家的边界。	Yǒu shí, héliú shì guójiā de biānjiè.	Sometimes, rivers are the borders between nations.	[sound:tmpjmzvpw.mp3]
小丽的兴趣是跳舞。	Xiǎo Lì de xìngqù shì tiàowǔ.	Xiao Li's interest is dancing.	[sound:tmpz11hg6.mp3]
今天是小丽的生日。	Jīntiān shì Xiǎo Lì de shēngrì.	Today is Xiao Li's birthday.	[sound:tmpkjeitt.mp3]
导师支持他的计划。	Dǎoshī zhīchí tāde jìhuà.	The tutor supports his plan.	[sound:tmpfybymk.mp3]
她把他当作自己的亲生儿子。	Tā bǎ tā dàngzuò zìjǐ de qīnshēng érzi.	She treats him as her own son.	[sound:tmpuyamhb.mp3]
今年我的股票获利了。	Jīnnián wǒ de gǔpiào huòlì le.	I made a profit from my stock this year.	[sound:tmp1gw_cz.mp3]
这笔生意他获利很多。	Zhè bǐ shēngyì tā huòlì hěn duō.	He made big profits with this work.	[sound:tmpmz3toc.mp3]
公司获利很大。	Gōngsī huòlì hěn dà.	The company's profit was very big.	[sound:tmp32rcar.mp3]
他想去看天坛。	Tā xiǎng qù kàn Tiāntán.	He wants to see the Temple of Heaven.	[sound:R023-06.mp3]
政府给外商优惠待遇。	Zhèngfǔ gěi wàishāng yōuhuì dàiyù.	The government provides favorable treatment to foreign businesses.	[sound:tmptecog2.mp3]
我爱吃土豆泥。	Wǒ ài chī tǔdòuní.	I like mashed potatoes.	[sound:tmptfbsew.mp3]
这是一所综合性医院。	Zhè shì yī suǒ zōnghéxìng yīyuàn.	This is a general hospital.	[sound:tmphvavce.mp3]
这栋房子是木造结构。	Zhè dòng fángzi shì mùzào jiégòu.	This is a wood-frame house.	[sound:tmpyylwbq.mp3]
一个有名的建筑师造了这个房子。	yī ge yǒumíng de jiànzhúshī zào le zhè gè fángzi .	A famous architect built this house.	[sound:333563.mp3]
他是一名杰出的建筑师。	Tā shì yī míng jiéchū de jiànzhùshī.	He is an outstanding architect.	[sound:tmpif9drm.mp3]
周恩来是杰出的政治人物。	Zhōu Ēnlái shì jiéchū de zhèngzhì rénwù.	Zhou Enlai is an outstanding political figure.	[sound:tmpkyq7m0.mp3]
教堂位于山脚。	jiàotáng wèiyú shānjiǎo .	The church is at the foot of a mountain. <br /> The church stands at the foot of the hill.	[sound:332986.mp3]
伊拉克位于中东。	Yīlākè wèiyú Zhōngdōng.	Iraq is located in the Middle East.	[sound:tmpnny1tm.mp3]
日本位于中国的东面。	Rìběn wèiyú Zhōngguó de dōngmiàn.	Japan is located to the east of China.	[sound:tmpicyb3r.mp3]
西藏位于中国的西南方。	Xīzàng wèiyú Zhōngguó de xīnánfāng.	Tibet is in the southwest of China.	[sound:tmpvnh_lh.mp3]
我买了一套艺术品。	Wǒ mǎile yī tào yìshùpǐn.	I bought a set of artworks.	[sound:tmpb7_s5q.mp3]
前方道路曲折。	Qiánfāng dàolù qūzhé.	The road zigzags ahead.	[sound:tmpyal_b5.mp3]
我正在回家的途中。	Wǒ zhèngzài huíjiā de túzhōng.	I'm on my way back home.	[sound:tmpn336wy.mp3]
他们在盖房子。	Tāmen zài gài fángzi.	They're building a house.	[sound:tmphaiwbk.mp3]
道路两旁有很多树。	Dàolù liǎngpáng yǒu hěn duō shù.	There are many trees on both sides of the road.	[sound:tmpilpgb5.mp3]
死是唯一的解脱吗？	sǐ shì wéiyī de jiětuō ma ?	Is death the only release?	[sound:333959.mp3]
周围的环境很宁静。	Zhōuwéi de huánjìng hěn níng jìng.	The surroundings are very quiet.	[sound:tmpiyh6mj.mp3]
我保证宁死不说。	Wǒ bǎozhèng nìnɡsǐ bù shuō.	I promise I'd die before I'd tell.	[sound:R100-04.mp3]
她在看价目标签。	Tā zài kàn jiàmù biāoqiān.	She's looking at the price tag.	[sound:tmp2znkr6.mp3]
物价上涨了。	Wùjià shàngzhǎng le.	The price of commodities has increased.	[sound:tmpzwjugr.mp3]
据说纽约的物价很贵。	Jùshuō Niǔyuē de wùjià hěn guì.	It is said that prices in New York are very expensive.	[sound:tmpomt4qg.mp3]
今年物价上涨的比较厉害。	Jīn'nián wùjià shàngzhǎng de bǐjiào lìhai.	This year, commodity prices are rising comparatively fast.	[sound:tmpahf1qc.mp3]
物价上涨了。	wùjià shàngzhǎng le .	Prices are going up. <br /> Prices are rising.	[sound:332871.mp3]
物价波动很大。	Wùjià bōdòng hěn dà.	The price of commodities fluctuates a lot.	[sound:tmplpqebp.mp3]
他想拦球。	Tā xiǎng lán qiú.	He wants to intercept the ball.	[sound:tmpipybdl.mp3]
商店里陈列着很多商品。	Shāngdiàn lǐ chénlièzhe hěn duō shāngpǐn.	There's lot of merchandise on display in the shop.	[sound:tmpvbwljr.mp3]
A我觉得他是个花花公子。<br/>B真的吗？	Wǒ juéde tā shìgè huāhuāgōngzǐ.<br />Zhēnde ma?	I feel that he is a playboy.<br />Really?	[sound:R033-DLG.mp3]
我喜欢在面包上抹黄油。	Wǒ xǐhuan zài miànbāo shàng mǒ huángyóu.	I like bread spread with butter.	[sound:tmpvcp8gl.mp3]
要做蛋糕，你要用到鸡蛋，黄油和糖。	yào zuò dàngāo , nǐ yào yòngdào jīdàn , huángyóu hé táng .	In making a cake, you must use eggs, butter and sugar.	[sound:333433.mp3]
我们吃面包夹黄油。	wǒmen chī miànbāo jiā huángyóu .	We eat butter on bread.	[sound:332943.mp3]
今天早上，我吃了面包夹黄油。	jīntiān zǎoshang , wǒ chī le miànbāo jiā huángyóu .	I ate bread and butter this morning.	[sound:334795.mp3]
笔夹在记事本里。	Bǐ jiā zài jìshìběn lǐ.	The pen is between the pages of the notebook.	[sound:tmpipswmw.mp3]
她在记事本上做记录，以便记忆。	Tā zài jìshìběn shàng zuò jìlù, yǐbiàn jìyì.	She taking notes in her notebook to help her remember.	[sound:tmphhgcxs.mp3]
桌上有一叠报纸。	Zhuō shàng yǒu yī dié bàozhǐ.	There is a pile of newspapers on the table.	[sound:tmpqvqeft.mp3]
我及时赶到了车站。	Wǒ jíshí gǎndàole chēzhàn.	I made it to the station in time.	[sound:tmp6opwdp.mp3]
学校距我家很近。	Xuéxiào jù wǒ jiā hěn jìn.	The school is near my home.	[sound:tmpo46xmj.mp3]
学校距我家8公里。	Xuéxiào jù wǒ jiā bā gōnglǐ.	The school is 8 km away from my home.	[sound:tmphfbykv.mp3]
今天的波浪很大。	Jīntiān de bōlàng hěn dà.	The waves are big today.	[sound:tmpnevzxz.mp3]
他试图游过河，但是失败了。	tā shìtú yóu guò hé, dànshì shībài le .	He failed in his attempt to swim the river.	[sound:332698.mp3]
他的胸口有点痛。	Tā de xiōngkǒu yǒudiǎn tòng.	He has a little pain in his chest.	[sound:tmp2vdgmt.mp3]
她是一名内科医生。	Tā shì yī míng nèikē yīshēng.	She's a physician [an internist].	[sound:tmpupoxmz.mp3]
我喜欢吃饺子。	Wǒ xǐhuan chī jiǎozi.	I love jiaozi (filled dumplings).	[sound:tmpwwqi5y.mp3]
公司的收益增加了。	Gōngsī de shōuyì zēngjiā le.	The company's income has increased.	[sound:tmps2qgzk.mp3]
政府按照步骤进行改革。	Zhèngfǔ ànzhào bùzhòu jìnxíng gǎigé.	The government is carrying out the reforms step by step.	[sound:tmpedk0ec.mp3]
她在化妆。	Tā zài huàzhuāng.	She's putting on make-up.	[sound:tmp0kdxua.mp3]
仅三分之一的成员出席了会议。	jǐn sānfēnzhīyī de chéngyuán chūxí le huìyì .	Only one third of the members turned up at the meeting.	[sound:332802.mp3]
各个成员很团结。	Gègè chéngyuán hěn tuánjié.	All the members get along well together.	[sound:tmp1jex7x.mp3]
我们小组有六名成员。	Wǒmen xiǎozǔ yǒu liù míng chéngyuán.	There are six members in our team.	[sound:tmpilqqbc.mp3]
