Kate, 坐吧。	Kate, zuò ba.	Sit down, Kate.	[sound:332793.mp3]
他对日本的历史非常感兴趣。我们很惊讶他在这方面的丰富知识。	Tā duì Rìběn de lìshǐ fēichang gǎnxingqù. wǒmen hěn jingyà tā zài zhè fangmiàn de fengfù zhīshi.	He is very much interested in Japanese history. We are surprised at his vast knowledge of the subject.	[sound:332685.mp3]
十年后，我们的城市将改变许多。	Shí nián hoù, wǒmen de chengshì jiang gǎibiàn xǔduō.	In ten years our town will change a lot.	[sound:332478.mp3]
我无法想象另一个星球上的生物。	Wǒ wúfǎ xiangxiang ling yī gè xingqiú shang de shengwù.	I can't imagine what creatures living on another planet are like.	[sound:332481.mp3]
他们粗心大意，还没意识到危险。	Tāmen cūxīn-dàyì, hái méi yìshí dào wēixiǎn.	They were carelessly unaware of the danger.	[sound:332505.mp3]
他为一份印刷量很大的报纸工作。	Tā wèi yī fèn yìnshuāliang hěn dà de bàozhǐ gongzuò.	He works for a newspaper with a large circulation.	[sound:333462.mp3]
这是我所见过的最大型的构造了。	Zhè shì wǒ suǒ jiànguo de zuì dàxing de goùzào le.	This is the most massive structure I've ever seen.	[sound:333573.mp3]
你真的需要提问题来知道答案吗？	Nǐ zhēn de xūyào tí wèntí lái zhīdào dá'àn ma?	Do you really need to ask the question to know the answer?	[sound:334710.mp3]
他是个很安静的人，头顶有点秃。	Tā shì ge hěn ānjing de rén, toú ding yoǔdiǎn tū.	He's a quiet man, a little bald on top.	[sound:335080.mp3]
这件事至关重要。	Zhè jiàn shì zhìguānzhongyào.	This is a matter of the utmost importance.	[sound:332559.mp3]
这架飞机一次可以携带40名乘客。	Zhè jià fēijī yīcì kěyǐ xiédài sì shí ming chengkè.	This airplane is capable of carrying 40 passengers at a time.	[sound:332724.mp3]
她放下手中的针线活，并站了起来。	Tā fangxià shoǔ zhong de zhēnxiànhuó, bing zhàn le qǐlai.	She put aside the sewing and stood up.	[sound:332833.mp3]
他们坚持让他走。	Tāmen jiānchí rang tā zoǔ.	They insist that he should go.	[sound:333037.mp3]
她教我如何游泳。	Tā jiāo wǒ rúhé yoúyong.	She taught me how to swim.	[sound:333161.mp3]
目前，我妹妹在一家超市当收银员。	Mùqián, wǒ mèimei zài yī jiā chāoshì dang shoūyín yuán.	For the time being, my sister is an assistant in a supermarket.	[sound:333180.mp3]
这位是安田先生。	Zhèwèi shì Antián xiānsheng.	This is Mr Yasuda.	[sound:333215.mp3]
这汤里盐放多了。	Zhè tang lǐ yán fang duō le.	There's too much salt in this soup.	[sound:333664.mp3]
她在超市做秘书。	Tā zài chāoshì zuò mìshū.	She is a clerk in the supermarket.	[sound:333668.mp3]
酒喝太多很危险。	Jiǔ hē tài duō hěn wēixiǎn.	It is dangerous to drink too much.	[sound:333839.mp3]
想像力影响着我们生活的各个方面。	Xiangxianglì yingxiang zhe wǒmen shenghuó de gègè fangmiàn.	Imagination affects every aspect of our lives.	[sound:334165.mp3]
她喜欢网球并成为了一个网球教练。	Tā xǐhuan wangqiú bing chengwéi le yī gè wangqiú jiàoliàn.	She liked tennis and became a tennis coach.	[sound:334188.mp3]
你的强项是什么？	Nǐ de qiangxiang shì shénme?	What are your strong points?	[sound:334405.mp3]
如果你发现错误，那就请你纠正它。	Rúguǒ nǐ fāxiàn cuòwù, nà jiù qing nǐ jiūzheng tā.	If you see a mistake, then please correct it.	[sound:334452.mp3]
目前我待在酒店。	Mùqián wǒ dāi zài jiǔdiàn.	I am staying at the hotel for the time being.	[sound:334690.mp3]
这条河水流湍急。	Zhè tiáo hé shuǐliú tuānjí.	This river flows rapidly.	[sound:334882.mp3]
他去了某个地方。	Tā qù le moǔ gè dìfang.	He went to some place or other.	[sound:334979.mp3]
系上您的安全带。	Jìshang nín de ānquándài.	Fasten your seat belt.	[sound:335035.mp3]
他网球打得很烂。	Tā wangqiú dǎ de hěn làn.	He is rather poor at tennis.	[sound:335079.mp3]
他随便开了一枪。	Tā suíbiàn kāi le yī qiang.	He fired a shot at random.	[sound:335081.mp3]
他是个钓鱼专家。	Tā shì ge diàoyú zhuānjiā.	He is an expert at fishing.	[sound:335088.mp3]
根据你所说的话，我认为我们应该重新审视我们的计划。	Gēnjù nǐ suǒ shuō de huà, wǒ rènwéi wǒmen yinggāi chongxīn shěnshì wǒmen de jìhuà.	In the light of what you told us, I think we should revise our plan.	[sound:334050.mp3]
Olivier饰演了哈姆雷特一角。	Olivier shìyǎn le Hāmǔléitè yī jué.	Olivier acted the part of Hamlet.	[sound:334996.mp3]
如果他年轻一点，他将很适合这个职位。	Rúguǒ tā niánqing yīdiǎn, tā jiang hěn shìhé zhège zhíwèi.	If he were a little younger, he would be eligible for the post.	[sound:332456.mp3]
和她争辩是没用的。	Hé tā zhengbiàn shì méiyong de.	It is no use arguing with her.	[sound:332577.mp3]
你自己拿蛋糕吃吧。	Nǐ zìjǐ ná dàngāo chī ba.	Please help yourself to the cake.	[sound:332593.mp3]
控制一个班级需要你做老师的所有技能。	Kongzhì yī gè bānjí xūyào nǐ zuò lǎoshī de suǒyoǔ jìneng.	To control a class calls for all your skills as a teacher.	[sound:332968.mp3]
这条连衣裙很便宜。	Zhè tiáo liányīqún hěn piányi.	This dress is a good bargain.	[sound:333160.mp3]
他希望已经成功了。	Tā xīwang yǐjing chenggong le.	He hopes he has already succeeded.	[sound:333467.mp3]
他闭着眼，吻了她。	Tā bìzhe yǎn, wěn le tā.	He kissed her, with his eyes closed.	[sound:333679.mp3]
现在我有些许头痛。	Xiànzài wǒ yoǔ xiēxǔ toútong.	I have a slight headache now.	[sound:333997.mp3]
我被蜜蜂蛰了一下。	Wǒ bèi mìfeng zhē le yīxià.	I got a bee sting.	[sound:334139.mp3]
他的房间乱七八糟。	Tā de fangjiān luànqībāzāo.	His room was in disorder.	[sound:334282.mp3]
我怀疑他是否会来。	Wǒ huáiyí tā shìfoǔ huì lái.	I am doubtful whether he will come.	[sound:334297.mp3]
我们去公园拍照了。	Wǒmen qù gongyuán pāizhào le.	We've gone to the park to take photos.	[sound:334382.mp3]
这个工作没有酬劳。	Zhège gongzuò méiyoǔ choúláo.	This job doesn't pay.	[sound:334556.mp3]
酸雨不是自然现象。	Suānyǔ bù shì zìrán xiànxiang.	Acid rain is not a natural phenomenon.	[sound:334644.mp3]
男孩们窃窃私语，我知道他们准备做些什么。	Nánháimen qièqiè-sīyǔ, wǒ zhīdào tāmen zhǔnbèi zuò xiē shénme.	The boys were whispering; I knew they were up to something.	[sound:332580.mp3]
简而言之，我不同意。	Jiǎn'éryánzhī, wǒ bù tongyì.	To put it briefly, I do not agree.	[sound:332692.mp3]
你会代替我去派对吗？	Nǐ huì dàitì wǒ qù pàiduì ma?	Will you go to the party instead of me?	[sound:332832.mp3]
我怕你没法跟她结婚。	Wǒ pà nǐ méifǎ gēn tā jiéhūn.	I'm afraid you can't marry her.	[sound:333205.mp3]
这个消息预示着什么？	Zhège xiāoxi yùshì zhe shénme?	What does this news augur?	[sound:333266.mp3]
他移开，让卡车通过。	Tā yíkāi, rang kǎchē tongguò.	He pulled aside to let a truck pass.	[sound:333792.mp3]
我一月份要参加考试。	Wǒ yī yuèfèn yào cānjiā kǎoshì.	I'm taking an exam in January.	[sound:334499.mp3]
这个消息让她很伤心。	Zhège xiāoxi rang tā hěn shangxīn.	The news made her sad.	[sound:334540.mp3]
他总是带着黑色眼镜。	Tā zongshì dài zhe hēisè yǎnjing.	He always wears dark glasses.	[sound:335089.mp3]
火车什么时候到横滨？	Huǒchē shénme shíhou dào Hengbīn?	What time does this train reach Yokohama?	[sound:335130.mp3]
现在的孩子认为解决任何生活问题都像重新开始一个电脑游戏那么简单。	Xiànzài de háizi rènwéi jiějué rènhé shenghuó wèntí doū xiang chongxīn kāishǐ yī gè diànnǎo yoúxì nàme jiǎndān.	Kids these days think that any issue in life can be resolved as easily as restarting a computer game.	[sound:332716.mp3]
你不得不制造一些借口。	Nǐ bùdébù zhìzào yīxiē jièkoǔ.	You'll have to manufacture some kind of excuse.	[sound:332430.mp3]
我对外籍员工没有偏见。	Wǒ duì wàijí yuángong méiyoǔ piānjiàn.	I don't have a prejudice against foreign workers.	[sound:332656.mp3]
我发现他在花园里干活。	Wǒ fāxiàn tā zài huāyuán lǐ gànhuó.	I found him working in the garden.	[sound:332702.mp3]
一些人通过阅读来放松。	Yīxiē rén tongguò yuèdú lái fangsong.	Some people relax by reading.	[sound:332842.mp3]
我身负一个重要的任务。	Wǒ shēn fù yī gè zhongyào de rènwu.	I am charged with an important mission.	[sound:332907.mp3]
尽量试着用好你的时间。	Jǐnliang shìzhe yong hǎo nǐ de shíjiān.	Try to make the most of your time.	[sound:333335.mp3]
我听说他打麻将很厉害。	Wǒ tingshuō tā dǎ májiang hěn lìhai.	I hear he is good at mahjong.	[sound:333497.mp3]
睡过头不是迟到的理由。	Shuìguòtoú bù shì chídào de lǐyoú.	Over-sleeping is no excuse for being late.	[sound:333509.mp3]
他年轻的时候穷困潦倒。	Tā niánqing de shíhou qiongkùn liǎodǎo.	He was terribly poor when he was young.	[sound:333532.mp3]
无可否认她非常有能力。	Wúkě foǔrèn tā fēichang yoǔ nenglì.	There is no denying that she is very efficient.	[sound:333786.mp3]
不要哭得像个孩子似的。	Bù yào kū de xiang ge háizi shìde.	Don't cry like a child!	[sound:334069.mp3]
我听过这首歌的法语版。	Wǒ ting guo zhè shoǔ gē de Fǎyǔ bǎn.	I heard the song sung in French.	[sound:334620.mp3]
我希望我们能保持联系。	Wǒ xīwang wǒmen neng bǎochí liánxì.	I hope we stay in touch.	[sound:334648.mp3]
耶稣是圣母玛利亚生的。	Yēsū shì Shengmǔ Mǎlìyà sheng de.	Jesus was born of Mary.	[sound:334928.mp3]
电视的优点在于它给体育爱好者提供了更大的方便。	Diànshì de yoūdiǎn zàiyú tā gěi tǐyù àihàozhě tígong le geng dà de fangbiàn.	Television has the advantage of providing sports fans with greater convenience.	[sound:332549.mp3]
我的生意终于走上了正轨。	Wǒ de shengyi zhongyú zoǔ shang le zhengguǐ.	My business has at last gotten on the right track.	[sound:332538.mp3]
下周我去温哥华看我妹妹。	Xiàzhoū wǒ qù Wēngēhuá kàn wǒ mèimei.	I'm going off to Vancouver next week to see my sister.	[sound:332609.mp3]
旅行最快的方式是乘飞机。	Lvxing zuì kuài de fangshì shì cheng fēijī.	The quickest means of travel is by plane.	[sound:333363.mp3]
我们选她为我们队的队长。	Wǒmen xuǎn tā wéi wǒmen duì de duìzhang.	We elected her captain of our team.	[sound:333818.mp3]
你认为他适合这个职位吗？	Nǐ rènwéi tā shìhé zhège zhíwèi ma?	Do you think he is good for the position?	[sound:334067.mp3]
我爸爸既不喝酒也不抽烟。	Wǒ bàba jì bù hē jiǔ yě bù choū yān.	My father neither drinks nor smokes.	[sound:334236.mp3]
我弟弟很喜欢拍山的照片。	Wǒ dìdi hěn xǐhuan pāi shān de zhàopiàn.	My brother loves taking pictures of mountains.	[sound:334390.mp3]
有人死了的时候真是遗憾。	Yoǔ rén sǐ le de shíhou zhēnshì yíhàn.	It's a pity when somebody dies.	[sound:334420.mp3]
他一直抱怨他的房间很小。	Tā yīzhí bàoyuàn tā de fangjiān hěn xiǎo.	He is always complaining of his room being small.	[sound:334727.mp3]
别忘了在你的信上贴张邮票。	Bié wang le zài nǐ de xìn shang tiē zhang yoúpiào.	Don't forget to put a stamp on your letter.	[sound:332537.mp3]
看见新鲜龙虾，我有了食欲。	Kànjiàn xīnxiān longxiā, wǒ yoǔle shíyù.	The sight of fresh lobster gave me an appetite.	[sound:332603.mp3]
他试图游过河，但是失败了。	Tā shìtú yoú guò hé, dànshì shībài le.	He failed in his attempt to swim across the river.	[sound:332698.mp3]
你觉得她最想要什么纪念品？	Nǐ juéde tā zuì xiang yào shénme jìniànpǐn?	What souvenir do you think she would like most?	[sound:332733.mp3]
我一直忙于写一部短篇小说。	Wǒ yīzhí mangyú xiě yī bù duǎnpiān xiǎoshuō.	I have been busy writing a short story.	[sound:333038.mp3]
面对巨大的困难，他成功了。	Miànduì jùdà de kùnnan, tā chenggong le.	He succeeded in the face of great difficulties.	[sound:333116.mp3]
你已经见过史密斯先生了吗？	Nǐ yǐjing jiànguo Shǐmìsī xiānsheng le ma?	Have you already met Mr Smith?	[sound:333117.mp3]
过去我们每个周末都去溜冰。	Guòqù wǒmen měige zhoūmò doū qù liūbing.	We used to go skating every weekend.	[sound:333149.mp3]
他的兴趣爱好是收集旧邮票。	Tā de xingqù àihào shì shoūjí jiù yoúpiào.	His hobby is collecting old stamps.	[sound:333208.mp3]
我一到伦敦就会给你留言的。	Wǒ yī dào Lúndūn jiù huì gěi nǐ liúyán de.	As soon as I get to London, I'll drop you a line.	[sound:335018.mp3]
我们的任务到目前为止很轻松，但从现在开始将会变得很难。	Wǒmen de rènwu dào mùqián wéi zhǐ hěn qingsong, dàn cong xiànzài kāishǐ jianghuì biànde hěn nán.	Our task has been easy so far, but it will be difficult from now on.	[sound:332592.mp3]
他是日本最伟大的艺术家之一。	Tā shì Rìběn zuì wěidà de yìshùjiā zhīyī.	He is one of the greatest artists in Japan.	[sound:332835.mp3]
